title,firstname,middlename,lastname,fullname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Bill,,Flores,Bill Flores,,,R,TX,17,1,M,202-225-6105,202-225-0350,http://flores.house.gov,https://billflores.house.gov/contact/,1030 Longworth House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,1.46E+14,,,2/25/54,Rep.Flores@opencongress.org
Rep,Lois,,Frankel,Lois Frankel,,,D,FL,22,1,F,202-225-9890,561-998-9048,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,1.38E+14,,,5/16/48,Rep.Frankel@opencongress.org
Sen,Deb,,Fischer,Deb Fischer,,,R,NE,Junior Seat,1,F,202-224-6551,202-228-1325,http://www.fischer.senate.gov,http://www.fischer.senate.gov/public/?p=email-deb,383 Russell Senate Office Building,F000463,41963,S2NE00094,412556,N00033443,SenatorFischer,,http://youtube.com/senatordebfischer,5.32E+14,,I,3/1/51,Sen.Fischer@opencongress.org
Rep,Elton,W.,Gallegly,Elton Gallegly,,,R,CA,24,0,M,202-225-5811,202-225-1100,http://www.house.gov/gallegly,http://www.house.gov/writerep,2309 Rayburn House Office Building,G000021,26750,H6CA21028,400144,N00007231,eltongallegly24,http://www.opencongress.org/wiki/Elton_Gallegly,http://youtube.com/usrepeltongallegly,eltongallegly,,,3/7/44,
Rep,Wayne,T.,Gilchrest,Wayne Gilchrest,,,R,MD,1,0,M,,,http://www.house.gov/gilchrest,,,G000180,26886,H8MD01037,400149,N00002012,,http://www.opencongress.org/wiki/Wayne_Gilchrest,,,,,4/15/46,
Rep,Paul,E.,Gillmor,Paul Gillmor,,,R,OH,5,0,M,,,http://gillmor.house.gov,,,G000210,0,H8OH05044,400150,N00003660,,http://www.opencongress.org/wiki/Paul_Gillmor,,,,,2/1/39,
Rep,Virgil,H.,Goode,Virgil Goode,Jr.,,R,VA,5,0,M,,,http://www.house.gov/goode ,,,G000280,527,H6VA05068,400153,N00002167,,http://www.opencongress.org/wiki/Virgil_Goode,,,,,10/17/46,
Rep,Bob,W.,Goodlatte,Bob Goodlatte,,,R,VA,6,1,M,202-225-5431,202-225-9681,http://goodlatte.house.gov,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,6459789414,,,9/22/52,Rep.Goodlatte@opencongress.org
Rep,Barton,Jennings,Gordon,Barton Gordon,,Bart,D,TN,6,0,M,,,http://gordon.house.gov,,,G000309,27071,H4TN04015,400155,N00003126,,http://www.opencongress.org/wiki/Bart_Gordon,http://youtube.com/repbartgordon,,,,1/24/49,
Sen,Lindsey,O.,Graham,Lindsey Graham,,,R,SC,Senior Seat,1,M,202-224-5972,202-224-3808,http://www.lgraham.senate.gov,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,2.58E+11,,II,7/9/55,Sen.Lgraham@opencongress.org
Rep,Kay,,Granger,Kay Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1/18/43,Rep.Kaygranger@opencongress.org
Sen,Charles,E.,Grassley,Charles Grassley,,Chuck,R,IA,Senior Seat,1,M,202-224-3744,202-224-6020,http://www.grassley.senate.gov,http://www.grassley.senate.gov/constituents/questions-and-comments,135 Hart Senate Office Building,G000386,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,http://youtube.com/senchuckgrassley,1.06E+11,,III,9/17/33,Sen.Grassley@opencongress.org
Rep,Gene,Eugene,Green,Gene Green,,,D,TX,29,1,M,202-225-1688,202-225-9903,http://green.house.gov,https://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,1.29E+11,,,10/17/47,Rep.Green@opencongress.org
Sen,Judd,A.,Gregg,Judd Gregg,,,R,NH,Senior Seat,0,M,,,http://gregg.senate.gov/,,,G000445,53321,S2NH00025,300049,N00000444,,http://www.opencongress.org/wiki/Judd_Gregg,,,,III,2/14/47,
Rep,Luis,V.,Gutierrez,Luis Gutierrez,,,D,IL,4,1,M,202-225-8203,202-225-7810,http://gutierrez.house.gov,http://gutierrezforms.house.gov/contact/,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,12/10/53,Rep.Gutierrez@opencongress.org
Rep,Charles,A.,Gonzalez,Charles Gonzalez,,Charlie,D,TX,20,0,M,202-225-3236,202-225-1915,http://gonzalez.house.gov,http://www.gonzalez.house.gov/index.php?option=com_content&task=view&id=170,1436 Longworth House Office Building,G000544,25445,H8TX20077,400152,N00005960,TX20CharlieG,http://www.opencongress.org/wiki/Charles_Gonzalez,http://youtube.com/charlesagonzalez,55174583605,,,5/5/45,
Rep,Sam,B.,Graves,Sam Graves,,,R,MO,6,1,M,202-225-7041,202-225-8221,http://graves.house.gov,https://gravesforms.house.gov/email-sam,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,,http://www.opencongress.org/wiki/Samuel_Graves,,1.19E+11,,,11/7/63,Rep.Graves@opencongress.org
Rep,Scott,,Garrett,Scott Garrett,,,R,NJ,5,1,M,202-225-4465,202-225-9048,http://garrett.house.gov,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,7/9/59,Rep.Garrett@opencongress.org
Rep,Jim,,Gerlach,Jim Gerlach,,,R,PA,6,1,M,202-225-4315,202-225-8440,http://gerlach.house.gov,https://gerlach.house.gov/contact/contactform.htm,2442 Rayburn House Office Building,G000549,5226,H2PA06114,400147,N00025025,JimGerlach,http://www.opencongress.org/wiki/Jim_Gerlach,http://youtube.com/RepJimGerlach,1.23E+14,,,2/25/55,Rep.Gerlach@opencongress.org
Rep,Phil,,Gingrey,Phil Gingrey,,,R,GA,11,1,M,202-225-2931,202-225-2944,http://gingrey.house.gov,http://www.house.gov/formgingrey/IMA/issue.htm,442 Cannon House Office Building,G000550,17644,H2GA11149,400151,N00024760,RepPhilGingrey,http://www.opencongress.org/wiki/Phil_Gingrey,http://youtube.com/RepPhilGingrey,6934467868,,,7/10/42,Rep.Gingrey@opencongress.org
Rep,Raul,M.,Grijalva,Raul Grijalva,,,D,AZ,3,1,M,202-225-2435,202-225-1541,http://grijalva.house.gov,https://grijalvaforms.house.gov/email-raul,1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,http://youtube.com/raulgrijalvaaz07,73539896233,,,2/19/48,Rep.Grijalva@opencongress.org
Rep,Louie,B.,Gohmert,Louie Gohmert,Jr.,,R,TX,1,1,M,202-225-3035,202-226-1230,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,8/18/53,Rep.Gohmert@opencongress.org
Rep,Al,,Green,Al Green,,,D,TX,9,1,M,202-225-7508,202-225-2947,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,2201 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,http://youtube.com/RepAlGreen,1.36E+14,,,9/1/47,Rep.Algreen@opencongress.org
Rep,Gabrielle,,Giffords,Gabrielle Giffords,,,D,AZ,8,0,F,,,http://giffords.house.gov,,,G000554,28507,H6AZ08038,412188,N00027829,Rep_Giffords,http://www.opencongress.org/wiki/Gabrielle_Giffords,http://youtube.com/giffords2,GabrielleGiffords,,,6/8/70,
Sen,Kirsten,E.,Gillibrand,Kirsten Gillibrand,,,D,NY,Junior Seat,1,F,202-224-4451,202-225-1168,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,,http://www.opencongress.org/wiki/Kirsten_Gillibrand,http://youtube.com/KirstenEGillibrand,,,I,12/9/66,Sen.Gillibrand@opencongress.org
Rep,Alan,,Grayson,Alan Grayson,,,D,FL,9,1,M,202-225-9889,202-225-9742,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,430 Cannon House Office Building,G000556,68184,H6FL08213,412276,N00028418,,http://www.opencongress.org/wiki/Alan_Grayson,,,,,3/13/58,Rep.Grayson@opencongress.org
Rep,Parker,,Griffith,Parker Griffith,,,R,AL,5,0,M,,,http://griffith.house.gov,,,G000557,60357,H8AL05109,412277,N00029917,,http://www.opencongress.org/wiki/Parker_Griffith,,,,,8/6/42,
Rep,Brett,,Guthrie,Brett Guthrie,,,R,KY,2,1,M,202-225-3501,202-226-2019,http://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,308 Cannon House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,http://youtube.com/BrettGuthrie,,,,2/18/64,Rep.Guthrie@opencongress.org
Rep,John,,Garamendi,John Garamendi,,,D,CA,3,1,M,202-225-1880,202-225-5914,http://garamendi.house.gov,https://garamendi.house.gov/contact-me/email-me,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,http://youtube.com/garamendiCA10,1.83E+11,,,1/24/45,Rep.Garamendi@opencongress.org
Rep,Tom,,Graves,Tom Graves,,,R,GA,14,1,M,202-225-5211,202-225-8272,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,432 Cannon House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,http://youtube.com/CongressmanGraves,1.05E+14,,,2/3/70,Rep.Tomgraves@opencongress.org
Sen,Carte,P.,Goodwin,Carte Goodwin,,,D,WV,Junior Seat,0,M,,,,,,G000561,126202,,412389,N00032762,,http://www.opencongress.org/wiki/Carte_Goodwin,,,,I,2/27/74,
Rep,Cory,,Gardner,Cory Gardner,,,R,CO,4,1,M,202-225-4676,202-225-5870,http://gardner.house.gov,https://gardner.house.gov/contact-me,213 Cannon House Office Building,G000562,30004,H0CO04122,412406,N00030780,RepCoryGardner,http://www.opencongress.org/wiki/Cory_Gardner,http://youtube.com/CongressmanGardner,1.61E+14,,,8/22/74,Rep.Gardner@opencongress.org
Rep,Bob,,Gibbs,Bob Gibbs,,,R,OH,7,1,M,202-225-6265,202-225-3394,http://gibbs.house.gov,https://gibbs.house.gov/contact-me/email-me,329 Cannon House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,http://youtube.com/RepBobGibbs,1.91E+14,,,6/14/54,Rep.Gibbs@opencongress.org
Rep,Christopher,P.,Gibson,Christopher Gibson,,,R,NY,19,1,M,202-225-5614,202-225-1168,http://gibson.house.gov,http://gibson.house.gov/contact/,1708 Longworth House Office Building,G000564,127042,H0NY20095,412453,N00031998,RepChrisGibson,http://www.opencongress.org/wiki/Chris_Gibson,http://youtube.com/repchrisgibson,1.90E+14,,,5/13/64,Rep.Gibson@opencongress.org
Rep,Paul,A.,Gosar,Paul Gosar,,,R,AZ,4,1,M,202-225-2315,202-226-9739,http://gosar.house.gov,https://gosar.house.gov/contact-me/email-me,504 Cannon House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,http://youtube.com/repgosar,1.04E+14,,,11/22/58,Rep.Gosar@opencongress.org
Rep,Trey,,Gowdy,Trey Gowdy,,,R,SC,4,1,M,202-225-6030,202-226-1177,http://gowdy.house.gov,https://gowdy.house.gov/forms/writeyourrep/default.aspx,1404 Longworth House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,http://youtube.com/TGowdySC,1.43E+14,,,8/22/64,Rep.Gowdy@opencongress.org
Rep,Tim,,Griffin,Tim Griffin,,,R,AR,2,1,M,202-225-2506,202-225-5903,http://griffin.house.gov,https://timgriffinforms.house.gov/forms/writeyourrep/,1232 Longworth House Office Building,G000567,119213,H0AR02107,412401,N00031297,RepTimGriffin,http://www.opencongress.org/wiki/Tim_Griffin,,,,,8/21/68,Rep.Griffin@opencongress.org
Rep,H.,Morgan,Griffith,H. Griffith,,,R,VA,9,1,M,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,1.42E+14,,,3/15/58,Rep.Morgangriffith@opencongress.org
Rep,Michael,G.,Grimm,Michael Grimm,,,R,NY,11,1,M,202-225-3371,202- 226-1272,http://grimm.house.gov,https://grimm.house.gov/contact-me/email-me,512 Cannon House Office Building,G000569,127075,H0NY13074,412451,N00031401,RepMichaelGrimm,http://www.opencongress.org/wiki/Michael_Grimm,,,,,2/7/70,Rep.Grimm@opencongress.org
Rep,Frank,,Guinta,Frank Guinta,,,R,NH,1,0,M,202-225-5456,202-225-5822,http://guinta.house.gov/,,1223 Longworth House Office Building,G000570,42946,H0NH01217,412447,N00030801,frankguinta,http://www.opencongress.org/wiki/Frank_Guinta,http://youtube.com/FrankGuintaNH01,repfrankguinta,,,9/26/70,
Rep,Tulsi,,Gabbard,Tulsi Gabbard,,,D,HI,2,1,F,202-225-4906,202-225-4987,http://gabbard.house.gov,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,502 Cannon House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,http://youtube.com/tulsipress,3.92E+14,,,4/12/81,Rep.Gabbard@opencongress.org
Rep,Pete,P.,Gallego,Pete Gallego,,,D,TX,23,1,M,202-225-4511,210-927-4903,http://gallego.house.gov,https://gallego.house.gov/contact/email-me,431 Cannon House Office Building,G000572,5505,H2TX23124,412577,N00033541,RepPeteGallego,,http://youtube.com/RepPeteGallego,1.24E+14,,,12/2/61,Rep.Gallego@opencongress.org
Rep,Joe,,Garcia,Joe Garcia,,,D,FL,26,1,M,202-225-2778,,http://garcia.house.gov,http://garciaforms.house.gov/email-me/,1440 Longworth House Office Building,G000573,124355,H8FL25015,412530,N00029908,RepJoeGarcia,,http://youtube.com/repjoegarcia,3.79E+14,,,10/19/63,Rep.Garcia@opencongress.org
Rep,Ralph,M.,Hall,Ralph Hall,,,R,TX,4,1,M,202-225-6673,202-225-3332,http://ralphhall.house.gov,https://ralphhallforms.house.gov/email-congressman-hall,2405 Rayburn House Office Building,H000067,27080,H0TX04037,400165,N00005645,RalphHallPress,http://www.opencongress.org/wiki/Ralph_Hall,,6311458773,,,5/3/23,Rep.Ralphhall@opencongress.org
Sen,Thomas,,Harkin,Thomas Harkin,,Tom,D,IA,Junior Seat,1,M,202-224-3254,202-224-9369,http://www.harkin.senate.gov,http://www.harkin.senate.gov/contact.cfm,731 Hart Senate Office Building,H000206,53294,S4IA00020,300051,N00004207,SenatorHarkin,http://www.opencongress.org/wiki/Thomas_Harkin,http://youtube.com/SenatorTomHarkin,2.52E+11,,II,11/19/39,Sen.Harkin@opencongress.org
Rep,Jane,,Harman,Jane Harman,,,D,CA,36,0,F,,,http://www.house.gov/harman,,,H000213,26768,H2CA27107,400166,N00006750,RepJaneHarman,http://www.opencongress.org/wiki/Jane_Harman,http://youtube.com/RepJaneHarman,20180373000,,,6/28/45,
Rep,J.,Dennis,Hastert,J. Hastert,,Denny,R,IL,14,0,M,,,http://www.house.gov/hastert,,,H000323,26842,H6IL14095,400169,N00004781,,http://www.opencongress.org/wiki/John_Hastert,,,,,1/2/42,
Rep,Alcee,L.,Hastings,Alcee Hastings,,,D,FL,20,1,M,202-225-1313,202-225-1171,http://alceehastings.house.gov,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,RepHastingsFL,http://www.opencongress.org/wiki/Alcee_Hastings,http://youtube.com/RepAlceeHastings,95696782238,,,9/5/36,Rep.Alceehastings@opencongress.org
Rep,Doc,,Hastings,Doc Hastings,,,R,WA,4,1,M,202-225-5816,202-225-3251,http://hastings.house.gov,https://hastings.house.gov/contact/contactform.htm,1203 Longworth House Office Building,H000329,22318,H2WA04041,400171,N00009157,DocHastings,http://www.opencongress.org/wiki/Doc_Hastings,http://youtube.com/RepDocHastings,7507129675,,,2/7/41,Rep.Hastings@opencongress.org
Sen,Orrin,G.,Hatch,Orrin Hatch,,,R,UT,Senior Seat,1,M,202-224-5251,202-224-6331,http://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,300052,N00009869,SenOrrinHatch,http://www.opencongress.org/wiki/Orrin_Hatch,http://youtube.com/SenatorOrrinHatch,,,I,3/22/34,Sen.Hatch@opencongress.org
Rep,Walter,,Herger,Walter Herger,,Wally,R,CA,2,0,M,202-225-3076,202-225-1740,http://www.house.gov/herger,http://www.house.gov/herger/contact.shtml,242 Cannon House Office Building,H000528,26728,H6CA02010,400176,N00007584,,http://www.opencongress.org/wiki/Walter_Herger,http://youtube.com/RepWallyHerger,1.06E+11,,,5/20/45,
Rep,Maurice,D.,Hinchey,Maurice Hinchey,,,D,NY,22,0,M,202-225-6335,202-226-0774,http://www.house.gov/hinchey,http://www.house.gov/hinchey/contact/zipauth.shtml,2431 Rayburn House Office Building,H000627,26989,H2NY26080,400178,N00001222,mauricehinchey,http://www.opencongress.org/wiki/Maurice_Hinchey,http://youtube.com/RepMauriceHinchey,MauriceHinchey,,,10/27/38,
Rep,Ruben,E.,Hinojosa,Ruben Hinojosa,,,D,TX,15,1,M,202-225-2531,202-225-5688,http://hinojosa.house.gov,https://hinojosa.house.gov/contact-me/email-me,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,http://youtube.com/RepRubenHinojosa,4.03E+11,,,8/20/40,Rep.Hinojosa@opencongress.org
Rep,David,Lee,Hobson,David Hobson,,Dave,R,OH,7,0,M,,,http://www.house.gov/hobson,,,H000666,27014,H0OH07021,400180,N00003725,,http://www.opencongress.org/wiki/David_Lee_Hobson,,,,,10/17/36,
Rep,Peter,,Hoekstra,Peter Hoekstra,,Pete,R,MI,2,0,M,,,http://www.house.gov/hoekstra,,,H000676,26910,H2MI02066,400182,N00004155,petehoekstra,http://www.opencongress.org/wiki/Peter_Hoekstra,http://youtube.com/HoekstraPress,,,,10/30/53,
Rep,Tim,,Holden,Tim Holden,,,D,PA,17,0,M,202-225-5546,202-226-0996,http://www.holden.house.gov,http://www.holden.house.gov/contactform_zipcheck.shtml,2417 Rayburn House Office Building,H000712,27042,H2PA06080,400183,N00001469,RepTimHolden,http://www.opencongress.org/wiki/Tim_Holden,,CongressmanTimHolden,,,3/5/57,
Rep,Darlene,,Hooley,Darlene Hooley,,,D,OR,5,0,F,,,http://www.house.gov/hooley,,,H000762,429,H6OR05069,400186,N00007700,,http://www.opencongress.org/wiki/Darlene_Hooley,http://youtube.com/DarleneHooley,,,,4/4/39,
Rep,Steny,H.,Hoyer,Steny Hoyer,,,D,MD,5,1,M,202-225-4131,202-225-4300,http://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,http://youtube.com/LeaderHoyer,2.83E+11,,,6/14/39,Rep.Hoyer@opencongress.org
Rep,Kenny,C.,Hulshof,Kenny Hulshof,,,R,MO,9,0,M,,,http://hulshof.house.gov,,,H000948,423,H4MO09046,400190,N00008032,,http://www.opencongress.org/wiki/Kenny_Hulshof,,,,,5/22/58,
Rep,Duncan,L.,Hunter,Duncan Hunter,,,R,CA,52,0,M,,,http://www.house.gov/hunter,,,H000981,26776,H2CA42023,400191,N00006983,duncanhunter ,http://www.opencongress.org/wiki/Duncan_L._Hunter,,,,,5/31/48,
Sen,Kay,Bailey,Hutchison,Kay Hutchison,,,R,TX,Senior Seat,0,F,202-224-5922,202-224-0776,http://hutchison.senate.gov/,http://www.hutchison.senate.gov/?p=email_kay,284 Russell Senate Office Building,H001016,53349,S4TX00086,300054,N00005675,kaybaileyhutch,http://www.opencongress.org/wiki/Kay_Hutchison,http://youtube.com/SenatorHutchison,kaybaileyhutchison,,I,7/22/43,
Sen,Charles,T.,Hagel,Charles Hagel,,Chuck,R,NE,Senior Seat,0,M,,,http://hagel.senate.gov/,,,H001028,231,S6NE00087,300050,N00005301,,http://www.opencongress.org/wiki/Charles_Hagel,,,,II,10/4/46,
Rep,Robin,C.,Hayes,Robin Hayes,,,R,NC,8,0,M,,,http://hayes.house.gov,,,H001029,1641,H8NC08042,400172,N00002315,,http://www.opencongress.org/wiki/Robert_Hayes,,,,,8/14/45,
Rep,Baron,P.,Hill,Baron Hill,,,D,IN,9,0,M,,,http://baronhill.house.gov,,,H001030,18466,H8IN09032,400177,N00003875,,http://www.opencongress.org/wiki/Baron_Hill,http://youtube.com/CongressmanBaronHill,,,,6/23/53,
Rep,Rush,D.,Holt,Rush Holt,,,D,NJ,12,1,M,202-225-5801,202-225-6025,http://holt.house.gov,https://holt.house.gov/email-me,1214 Longworth House Office Building,H001032,22574,H6NJ12144,400184,N00000860,,http://www.opencongress.org/wiki/Rush_Holt,http://youtube.com/RushHolt,,,,10/15/48,Rep.Holt@opencongress.org
Rep,Michael,M.,Honda,Michael Honda,,Mike,D,CA,17,1,M,202-225-2631,202-225-2699,http://honda.house.gov,http://honda.house.gov/contact,1713 Longworth House Office Building,H001034,9674,H0CA15148,400185,N00012611,RepMikeHonda,http://www.opencongress.org/wiki/Michael_Honda,http://youtube.com/RepMikeHonda,15675385380,,,6/27/41,Rep.Honda@opencongress.org
Rep,Jeb,,Hensarling,Jeb Hensarling,,,R,TX,5,1,M,202-225-3484,202-226-4888,http://hensarling.house.gov,https://hensarling.house.gov/contact/email-me,2228 Rayburn House Office Building,H001036,49827,H2TX05121,400175,N00024922,RepHensarling,http://www.opencongress.org/wiki/Jeb_Hensarling,http://youtube.com/repjebhensarling,7875604788,,,5/29/57,Rep.Hensarling@opencongress.org
